label 2858, frequency 17
label 2865, frequency 17
label 2870, frequency 53
label 2871, frequency 59
label 2875, frequency 4
label 2876, frequency 7
label 2880, frequency 86
label 2884, frequency 23
label 2887, frequency 19
label 2888, frequency 32
label 2891, frequency 5
label 2894, frequency 28
label 2896, frequency 15
label 2899, frequency 27
label 2904, frequency 56
label 2907, frequency 10
label 2911, frequency 32
label 2913, frequency 9
label 2917, frequency 7
label 2921, frequency 17
label 2923, frequency 48
label 2924, frequency 111
label 2926, frequency 5
label 2929, frequency 157
label 2931, frequency 8
label 2933, frequency 4
label 2936, frequency 87
label 2937, frequency 4
label 2938, frequency 6
label 2941, frequency 7
label 2945, frequency 15
label 2947, frequency 89
label 2948, frequency 6
label 2951, frequency 280
label 2956, frequency 5
label 2958, frequency 24
label 2961, frequency 3
label 2963, frequency 9
label 2964, frequency 4
label 2966, frequency 7
label 2970, frequency 16
label 2972, frequency 47
label 2973, frequency 20
label 2975, frequency 3
label 2979, frequency 6
label 2983, frequency 54
label 2985, frequency 101
label 2986, frequency 31
label 2987, frequency 9
label 2989, frequency 1059
label 2995, frequency 9
label 3000, frequency 5
label 3001, frequency 73
label 3015, frequency 442
label 3018, frequency 13
label 3020, frequency 67
label 3024, frequency 5
label 3027, frequency 23
label 3030, frequency 2003
label 3032, frequency 24
label 3034, frequency 33
label 3036, frequency 38
label 3039, frequency 57
label 3045, frequency 12
label 3053, frequency 3
label 3054, frequency 7
label 3055, frequency 9
label 3057, frequency 143
label 3059, frequency 26
label 3060, frequency 8
label 3065, frequency 4
label 3066, frequency 8
label 3068, frequency 15
label 3069, frequency 26
label 3071, frequency 32
label 3076, frequency 35
label 3078, frequency 338
label 3080, frequency 7
label 3085, frequency 52
label 3086, frequency 8
label 3090, frequency 5
label 3097, frequency 37
label 3098, frequency 55
label 3103, frequency 21
label 3107, frequency 11
label 3108, frequency 13
label 3110, frequency 31
label 3111, frequency 34
label 3116, frequency 101
label 3117, frequency 35
label 3118, frequency 6
label 3121, frequency 7
label 3124, frequency 8
label 3126, frequency 15
label 3130, frequency 93
label 3132, frequency 24
label 3135, frequency 6
label 3137, frequency 22
label 3138, frequency 19
label 3140, frequency 13
label 3141, frequency 115
label 3142, frequency 20
label 3145, frequency 17
label 3149, frequency 22
label 3150, frequency 8
label 3152, frequency 16
label 3160, frequency 17
label 3163, frequency 5
label 3167, frequency 57
label 3168, frequency 12
label 3172, frequency 8
label 3174, frequency 12
label 3175, frequency 7
label 3178, frequency 34
label 3182, frequency 3
label 3184, frequency 45
label 3187, frequency 3
label 3188, frequency 11
label 3194, frequency 3
label 3198, frequency 9
label 3201, frequency 7
label 3203, frequency 6
label 3211, frequency 74
label 3214, frequency 8
label 3215, frequency 14
label 3218, frequency 36
label 3223, frequency 47
label 3227, frequency 27
label 3228, frequency 11
label 3229, frequency 12
label 3230, frequency 83
label 3232, frequency 20
label 3233, frequency 318
label 3235, frequency 4
label 3236, frequency 12
label 3237, frequency 5
label 3238, frequency 3
label 3241, frequency 15
label 3244, frequency 5
label 3249, frequency 8
label 3250, frequency 247
label 3255, frequency 13
label 3256, frequency 7
label 3262, frequency 35
label 3264, frequency 379
label 3271, frequency 3
label 3272, frequency 35
label 3277, frequency 35
label 3279, frequency 19
label 3283, frequency 8
label 3286, frequency 26
label 3290, frequency 4
label 3294, frequency 5
label 3298, frequency 11
label 3301, frequency 16
label 3304, frequency 344
label 3312, frequency 6
label 3315, frequency 39
label 3316, frequency 3
label 3324, frequency 9
label 3329, frequency 35
label 3334, frequency 11
label 3335, frequency 8
label 3338, frequency 9
label 3340, frequency 34
label 3341, frequency 9
label 3343, frequency 14
label 3347, frequency 9
label 3352, frequency 4
label 3357, frequency 4
label 3358, frequency 37
label 3361, frequency 24
label 3364, frequency 12
label 3366, frequency 27
label 3372, frequency 27
label 3377, frequency 3
label 3387, frequency 7
label 3388, frequency 4
label 3391, frequency 7
label 3392, frequency 220
label 3395, frequency 12
label 3396, frequency 8
label 3397, frequency 7
label 3401, frequency 16
label 3402, frequency 43
label 3404, frequency 20
label 3409, frequency 19
label 3411, frequency 40
label 3412, frequency 334
label 3416, frequency 4
label 3420, frequency 128
label 3422, frequency 20
label 3424, frequency 24
label 3431, frequency 7
label 3432, frequency 89
label 3433, frequency 15
label 3435, frequency 4
label 3437, frequency 24
label 3440, frequency 29
label 3442, frequency 252
label 3444, frequency 26
label 3446, frequency 9
label 3449, frequency 6
label 3454, frequency 4
label 3461, frequency 5
label 3465, frequency 12
label 3469, frequency 29
label 3471, frequency 15
label 3473, frequency 4
label 3476, frequency 8
label 3478, frequency 56
label 3479, frequency 8
label 3482, frequency 443
label 3484, frequency 18
label 3485, frequency 7
label 3489, frequency 8
label 3490, frequency 25
label 3491, frequency 377
label 3492, frequency 7
label 3493, frequency 50
label 3497, frequency 58
label 3502, frequency 12
label 3504, frequency 15
label 3512, frequency 4
label 3516, frequency 4
label 3517, frequency 683
label 3518, frequency 357
label 3520, frequency 76
label 3522, frequency 4
label 3524, frequency 12
label 3525, frequency 33
label 3527, frequency 28
label 3533, frequency 43
label 3539, frequency 6
label 3545, frequency 83
label 3560, frequency 18
label 3561, frequency 99
label 3563, frequency 14
label 3566, frequency 4
label 3568, frequency 4
label 3572, frequency 31
label 3573, frequency 35
label 3575, frequency 36
label 3576, frequency 58
label 3577, frequency 13
label 3582, frequency 9
label 3586, frequency 12
label 3588, frequency 4
label 3589, frequency 50
label 3590, frequency 4
label 3593, frequency 12
label 3594, frequency 5
label 3596, frequency 3
label 3597, frequency 212
label 3598, frequency 4
label 3611, frequency 6
label 3618, frequency 166
label 3620, frequency 12
label 3621, frequency 4
label 3624, frequency 21
label 3625, frequency 224
label 3626, frequency 3
label 3629, frequency 1164
label 3630, frequency 14
label 3634, frequency 20
label 3636, frequency 14
label 3639, frequency 13
label 3645, frequency 8
label 3651, frequency 82
label 3653, frequency 7
label 3661, frequency 25
label 3664, frequency 11
label 3667, frequency 3
label 3668, frequency 3
label 3670, frequency 77
label 3672, frequency 7
label 3674, frequency 70
label 3675, frequency 40
label 3679, frequency 48
label 3683, frequency 7
label 3684, frequency 170
label 3686, frequency 8
label 3687, frequency 3
label 3693, frequency 3
label 3695, frequency 31
label 3696, frequency 22
label 3697, frequency 10
label 3702, frequency 5
label 3703, frequency 21
label 3707, frequency 47
label 3711, frequency 25
label 3718, frequency 3
label 3722, frequency 3
label 3725, frequency 58
label 3729, frequency 20
label 3736, frequency 3
label 3737, frequency 54
label 3738, frequency 14
label 3743, frequency 43
label 3755, frequency 9
label 3757, frequency 6
label 3761, frequency 26
label 3763, frequency 35
label 3768, frequency 3
label 3769, frequency 3
label 3770, frequency 20
label 3772, frequency 6
label 3773, frequency 105
label 3776, frequency 18
label 3778, frequency 4
label 3779, frequency 301
label 3780, frequency 189
label 3781, frequency 5
label 3782, frequency 3
label 3785, frequency 13
label 3788, frequency 5
label 3789, frequency 50
label 3790, frequency 19
label 3791, frequency 20
label 3794, frequency 4
label 3796, frequency 17
label 3797, frequency 4
label 3800, frequency 19
label 3801, frequency 28
label 3804, frequency 498
label 3805, frequency 24
label 3818, frequency 5
label 3820, frequency 276
label 3822, frequency 42
label 3833, frequency 21
label 3838, frequency 132
label 3842, frequency 31
label 3845, frequency 47
label 3848, frequency 167
label 3849, frequency 12
label 3850, frequency 80
label 3853, frequency 34
label 3855, frequency 4
label 3862, frequency 4
label 3863, frequency 12
label 3865, frequency 31
label 3866, frequency 11
label 3872, frequency 16
label 3874, frequency 58
label 3877, frequency 4
label 3879, frequency 49
label 3880, frequency 3
label 3881, frequency 23
label 3884, frequency 57
label 3886, frequency 47
label 3888, frequency 16
label 3891, frequency 9
label 3894, frequency 3
label 3895, frequency 13
label 3898, frequency 6
label 3902, frequency 16
label 3906, frequency 12
label 3912, frequency 4
label 3920, frequency 159
label 3932, frequency 34
label 3937, frequency 53
label 3940, frequency 53
label 3944, frequency 6
label 3945, frequency 98
label 3948, frequency 10
label 3951, frequency 3
label 3953, frequency 4
label 3956, frequency 3
label 3957, frequency 257
label 3960, frequency 23
label 3963, frequency 5
label 3977, frequency 12
label 3985, frequency 17
label 3986, frequency 32
label 3988, frequency 26
label 3993, frequency 28
label 3995, frequency 11
label 3997, frequency 5
label 3999, frequency 42
label 4007, frequency 87
label 4008, frequency 33
label 4013, frequency 12
label 4020, frequency 6
label 4021, frequency 23
label 4024, frequency 7
label 4041, frequency 24
label 4046, frequency 25
label 4049, frequency 94
label 4058, frequency 20
label 4064, frequency 8
label 4065, frequency 7
label 4066, frequency 47
label 4067, frequency 74
label 4069, frequency 8
label 4070, frequency 19
label 4071, frequency 3
label 4076, frequency 31
label 4081, frequency 247
label 4083, frequency 10
label 4084, frequency 41
label 4086, frequency 10
label 4091, frequency 30
label 4092, frequency 15
label 4094, frequency 3
label 4097, frequency 28
label 4098, frequency 67
label 4113, frequency 12
label 4114, frequency 8
label 4115, frequency 16
label 4120, frequency 47
label 4128, frequency 58
label 4131, frequency 46
label 4147, frequency 12
label 4150, frequency 11
label 4169, frequency 6
label 4180, frequency 6
label 4181, frequency 5
label 4188, frequency 368
label 4189, frequency 77
label 4196, frequency 5
label 4199, frequency 23
label 4200, frequency 14
label 4201, frequency 22
label 4204, frequency 25
label 4209, frequency 27
label 4210, frequency 35
label 4211, frequency 25
label 4215, frequency 3
label 4222, frequency 28
label 4223, frequency 13
label 4226, frequency 30
label 4227, frequency 12
label 4230, frequency 8
label 4234, frequency 160
label 4235, frequency 140
label 4236, frequency 19
label 4238, frequency 3
label 4242, frequency 4
label 4245, frequency 38
label 4246, frequency 40
label 4248, frequency 13
label 4252, frequency 16
label 4254, frequency 6
label 4255, frequency 3
label 4263, frequency 9
label 4264, frequency 21
label 4265, frequency 20
label 4268, frequency 7
label 4269, frequency 7
label 4272, frequency 13
label 4280, frequency 26
label 4290, frequency 9
label 4293, frequency 13
label 4294, frequency 5
label 4295, frequency 27
label 4299, frequency 7
label 4305, frequency 3
label 4311, frequency 6
label 4317, frequency 34
label 4320, frequency 15
label 4323, frequency 54
label 4325, frequency 9
label 4330, frequency 11
label 4332, frequency 3
label 4333, frequency 318
label 4338, frequency 13
label 4340, frequency 6
label 4341, frequency 36
label 4343, frequency 4
label 4345, frequency 3
label 4346, frequency 22
label 4349, frequency 31
label 4354, frequency 3
label 4360, frequency 16
label 4365, frequency 25
label 4367, frequency 3
label 4369, frequency 124
label 4371, frequency 4
label 4377, frequency 23
label 4378, frequency 78
label 4381, frequency 9
label 4382, frequency 20
label 4385, frequency 3
label 4388, frequency 11
label 4396, frequency 27
label 4400, frequency 13
label 4402, frequency 5
label 4403, frequency 92
label 4410, frequency 59
label 4416, frequency 15
label 4429, frequency 83
label 4431, frequency 24
label 4444, frequency 14
label 4450, frequency 51
label 4452, frequency 8
label 4453, frequency 10
label 4458, frequency 7
label 4461, frequency 18
label 4469, frequency 4
label 4475, frequency 8
label 4476, frequency 5
label 4482, frequency 191
label 4484, frequency 27
label 4485, frequency 17
label 4486, frequency 24
label 4491, frequency 36
label 4493, frequency 8
label 4496, frequency 47
label 4498, frequency 15
label 4501, frequency 6
label 4502, frequency 149
label 4505, frequency 170
label 4507, frequency 21
label 4508, frequency 189
label 4510, frequency 15
label 4514, frequency 7
label 4515, frequency 31
label 4517, frequency 33
label 4525, frequency 81
label 4536, frequency 113
label 4538, frequency 137
label 4541, frequency 67
label 4555, frequency 8
label 4556, frequency 31
label 4559, frequency 29
label 4561, frequency 5
label 4562, frequency 24
label 4564, frequency 9
label 4567, frequency 46
label 4570, frequency 9
label 4580, frequency 3
label 4581, frequency 3
label 4582, frequency 51
label 4585, frequency 7
label 4596, frequency 5
label 4601, frequency 137
label 4603, frequency 5
label 4609, frequency 10
label 4618, frequency 7
label 4626, frequency 6
label 4632, frequency 12
label 4633, frequency 5
label 4635, frequency 4
label 4641, frequency 5
label 4643, frequency 3
label 4644, frequency 11
label 4647, frequency 3
label 4651, frequency 15
label 4652, frequency 33
label 4656, frequency 28
label 4659, frequency 3
label 4666, frequency 3
label 4667, frequency 17
label 4670, frequency 44
label 4671, frequency 4
label 4672, frequency 8
label 4681, frequency 5
label 4682, frequency 4
label 4686, frequency 15
label 4689, frequency 4
label 4696, frequency 188
label 4698, frequency 3
label 4702, frequency 28
label 4707, frequency 4
label 4708, frequency 6
label 4720, frequency 6
label 4725, frequency 167
label 4726, frequency 846
label 4733, frequency 115
label 4737, frequency 5
label 4739, frequency 20
label 4740, frequency 3
label 4744, frequency 14
label 4745, frequency 135
label 4750, frequency 33
label 4751, frequency 3
label 4763, frequency 29
label 4764, frequency 3
label 4766, frequency 5
label 4769, frequency 13
label 4770, frequency 21
label 4772, frequency 7
label 4776, frequency 4
label 4777, frequency 12
label 4784, frequency 4
label 4786, frequency 14
label 4787, frequency 80
label 4788, frequency 19
label 4792, frequency 3
label 4808, frequency 9
label 4815, frequency 7
label 4816, frequency 5
label 4817, frequency 6
label 4820, frequency 62
label 4821, frequency 7
label 4832, frequency 33
label 4836, frequency 15
label 4841, frequency 84
label 4842, frequency 19
label 4850, frequency 28
label 4851, frequency 91
label 4854, frequency 10
label 4857, frequency 4
label 4868, frequency 3
label 4870, frequency 16
label 4871, frequency 6
label 4875, frequency 19
label 4877, frequency 5
label 4879, frequency 110
label 4881, frequency 18
label 4885, frequency 13
label 4888, frequency 6
label 4891, frequency 16
label 4911, frequency 17
label 4913, frequency 12
label 4915, frequency 8
label 4916, frequency 163
label 4918, frequency 25
label 4923, frequency 6
label 4924, frequency 3
label 4925, frequency 11
label 4928, frequency 5
label 4929, frequency 21
label 4932, frequency 23
label 4933, frequency 156
label 4942, frequency 3
label 4943, frequency 16
label 4944, frequency 4
label 4946, frequency 13
label 4948, frequency 8
label 4950, frequency 26
label 4956, frequency 17
label 4958, frequency 8
label 4963, frequency 5
label 4968, frequency 11
label 4970, frequency 223
label 4972, frequency 3
label 4974, frequency 4
label 4977, frequency 20
label 4985, frequency 8
label 4991, frequency 21
label 4993, frequency 7
label 5002, frequency 9
label 5003, frequency 11
label 5009, frequency 60
label 5011, frequency 87
label 5014, frequency 30
label 5016, frequency 22
label 5018, frequency 7
label 5019, frequency 51
label 5020, frequency 11
label 5023, frequency 17
label 5032, frequency 13
label 5034, frequency 4
label 5041, frequency 15
label 5045, frequency 10
label 5047, frequency 81
label 5062, frequency 15
label 5069, frequency 25
label 5070, frequency 23
label 5077, frequency 3
label 5088, frequency 6
label 5091, frequency 9
label 5093, frequency 5
label 5095, frequency 43
label 5096, frequency 11
label 5107, frequency 13
label 5110, frequency 23
label 5112, frequency 13
label 5114, frequency 18
label 5128, frequency 4
label 5130, frequency 138
label 5135, frequency 11
label 5138, frequency 26
label 5140, frequency 26
label 5141, frequency 73
label 5142, frequency 30
label 5146, frequency 16
label 5147, frequency 6
label 5150, frequency 103
label 5151, frequency 19
label 5155, frequency 3
label 5159, frequency 31
label 5160, frequency 13
label 5161, frequency 16
label 5163, frequency 72
label 5164, frequency 10
label 5167, frequency 10
label 5169, frequency 14
label 5177, frequency 10
label 5183, frequency 14
label 5185, frequency 46
label 5189, frequency 46
label 5202, frequency 39
label 5203, frequency 4
label 5206, frequency 11
label 5211, frequency 107
label 5214, frequency 12
label 5215, frequency 128
label 5222, frequency 6
label 5223, frequency 5
label 5232, frequency 3
label 5243, frequency 20
label 5246, frequency 42
label 5247, frequency 33
label 5253, frequency 11
label 5256, frequency 123
label 5259, frequency 50
label 5260, frequency 5
label 5263, frequency 6
label 5266, frequency 28
label 5269, frequency 3
label 5277, frequency 42
label 5281, frequency 38
label 5298, frequency 184
label 5299, frequency 79
label 5300, frequency 90
label 5312, frequency 4
label 5316, frequency 18
label 5326, frequency 20
label 5327, frequency 22
label 5331, frequency 28
label 5336, frequency 6
label 5341, frequency 15
label 5347, frequency 26
label 5358, frequency 4
label 5362, frequency 21
label 5366, frequency 19
label 5368, frequency 42
label 5370, frequency 7
label 5385, frequency 4
label 5386, frequency 22
label 5389, frequency 16
label 5394, frequency 3
label 5397, frequency 4
label 5398, frequency 4
label 5403, frequency 16
label 5409, frequency 17
label 5411, frequency 7
label 5414, frequency 12
label 5415, frequency 3
label 5431, frequency 22
label 5434, frequency 33
label 5438, frequency 50
label 5440, frequency 6
label 5452, frequency 52
label 5457, frequency 14
label 5462, frequency 54
label 5466, frequency 11
label 5467, frequency 18
label 5470, frequency 65
label 5474, frequency 32
label 5493, frequency 12
label 5499, frequency 15
label 5505, frequency 9
label 5506, frequency 213
label 5508, frequency 3
label 5521, frequency 18
label 5529, frequency 59
label 5530, frequency 47
label 5532, frequency 18
label 5533, frequency 48
label 5538, frequency 6
label 5545, frequency 6
label 5548, frequency 69
label 5550, frequency 6
label 5554, frequency 17
label 5556, frequency 47
label 5562, frequency 15
label 5565, frequency 10
label 5566, frequency 3
label 5568, frequency 212
label 5570, frequency 11
label 5571, frequency 4
label 5574, frequency 15
label 5577, frequency 4
label 5578, frequency 74
label 5581, frequency 38
label 5582, frequency 12
label 5584, frequency 6
label 5585, frequency 36
label 5589, frequency 58
label 5592, frequency 21
label 5605, frequency 12
label 5612, frequency 9
label 5615, frequency 263
label 5618, frequency 79
label 5622, frequency 6
label 5628, frequency 46
label 5642, frequency 86
label 5643, frequency 3
label 5645, frequency 10
label 5649, frequency 212
label 5653, frequency 86
label 5655, frequency 7
label 5657, frequency 3
label 5663, frequency 15
label 5665, frequency 22
label 5667, frequency 11
label 5668, frequency 27
label 5680, frequency 4
label 5683, frequency 154
label 5686, frequency 98
label 5694, frequency 12
label 5697, frequency 12
label 5699, frequency 130
label 5700, frequency 4
label 5708, frequency 14
label 5709, frequency 87
label 5719, frequency 11
label 5724, frequency 6
label 5728, frequency 6
label 5729, frequency 3
label 5731, frequency 25
label 5735, frequency 5
label 5744, frequency 10
label 5747, frequency 103
label 5754, frequency 5
label 5755, frequency 98
label 5765, frequency 6
label 5768, frequency 96
label 5774, frequency 4
label 5776, frequency 3
label 5777, frequency 6
label 5785, frequency 3
label 5787, frequency 8
label 5793, frequency 4
label 5796, frequency 4
label 5798, frequency 7
label 5801, frequency 66
label 5802, frequency 108
label 5818, frequency 17
label 5824, frequency 38
label 5826, frequency 4
label 5827, frequency 42
label 5831, frequency 12
label 5832, frequency 22
label 5833, frequency 3
label 5843, frequency 147
label 5857, frequency 23
label 5859, frequency 31
label 5862, frequency 38
label 5876, frequency 40
label 5877, frequency 7
label 5882, frequency 40
label 5887, frequency 4
label 5889, frequency 6
label 5897, frequency 38
label 5898, frequency 7
label 5907, frequency 4
label 5908, frequency 3
label 5910, frequency 27
label 5922, frequency 5
label 5930, frequency 29
label 5931, frequency 5
label 5937, frequency 57
label 5939, frequency 10
label 5942, frequency 13
label 5946, frequency 103
label 5952, frequency 509
label 5958, frequency 37
label 5974, frequency 20
label 5980, frequency 4
label 5981, frequency 153
label 5988, frequency 40
label 5990, frequency 47
label 5998, frequency 26
label 5999, frequency 3
label 6004, frequency 5
label 6005, frequency 16
label 6015, frequency 11
label 6018, frequency 5
label 6027, frequency 3
label 6030, frequency 40
label 6044, frequency 29
label 6046, frequency 16
label 6050, frequency 19
label 6053, frequency 88
label 6056, frequency 9
label 6059, frequency 26
label 6061, frequency 13
label 6067, frequency 6
label 6068, frequency 5
label 6072, frequency 3
label 6076, frequency 6
label 6078, frequency 6
label 6080, frequency 14
label 6083, frequency 3
label 6089, frequency 570
label 6090, frequency 16
label 6096, frequency 9
label 6104, frequency 8
label 6116, frequency 5
label 6120, frequency 6
label 6122, frequency 32
label 6124, frequency 4
label 6135, frequency 18
label 6136, frequency 188
label 6145, frequency 179
label 6146, frequency 8
label 6153, frequency 771
label 6158, frequency 12
label 6172, frequency 18
label 6178, frequency 83
label 6179, frequency 372
label 6187, frequency 63
label 6191, frequency 28
label 6194, frequency 3
label 6199, frequency 51
label 6204, frequency 5
label 6205, frequency 51
label 6217, frequency 3
label 6219, frequency 4
label 6224, frequency 161
label 6227, frequency 4
label 6229, frequency 8
label 6238, frequency 26
label 6240, frequency 5
label 6244, frequency 3
label 6246, frequency 12
label 6251, frequency 5
label 6260, frequency 12
label 6264, frequency 23
label 6266, frequency 15
label 6267, frequency 130
label 6268, frequency 14
label 6270, frequency 156
label 6278, frequency 15
label 6295, frequency 175
label 6297, frequency 21
label 6299, frequency 11
label 6308, frequency 4
label 6310, frequency 32
label 6313, frequency 59
label 6314, frequency 11
label 6323, frequency 42
label 6324, frequency 58
label 6345, frequency 4
label 6347, frequency 7
label 6348, frequency 3
label 6350, frequency 15
label 6351, frequency 18
label 6352, frequency 14
label 6353, frequency 10
label 6357, frequency 104
label 6359, frequency 6
label 6362, frequency 17
label 6364, frequency 89
label 6365, frequency 4
label 6369, frequency 27
label 6374, frequency 4
label 6377, frequency 36
label 6378, frequency 42
label 6381, frequency 7
label 6388, frequency 7
label 6394, frequency 12
label 6395, frequency 13
label 6399, frequency 54
label 6402, frequency 234
label 6405, frequency 169
label 6406, frequency 30
label 6409, frequency 18
label 6412, frequency 6
label 6420, frequency 38
label 6424, frequency 13
label 6426, frequency 12
label 6432, frequency 4
label 6438, frequency 30
label 6449, frequency 4
label 6451, frequency 14
label 6455, frequency 9
label 6459, frequency 15
label 6461, frequency 13
label 6466, frequency 3
label 6467, frequency 35
label 6470, frequency 19
label 6471, frequency 5
label 6483, frequency 4
label 6488, frequency 23
label 6494, frequency 266
label 6495, frequency 138
label 6500, frequency 3
label 6507, frequency 62
label 6511, frequency 13
label 6512, frequency 139
label 6514, frequency 15
label 6521, frequency 4
label 6525, frequency 79
label 6531, frequency 7
label 6533, frequency 20
label 6540, frequency 4
label 6543, frequency 5
label 6546, frequency 10
label 6553, frequency 28
label 6557, frequency 35
label 6558, frequency 83
label 6559, frequency 3
label 6577, frequency 91
label 6579, frequency 27
label 6580, frequency 22
label 6582, frequency 22
label 6584, frequency 42
label 6588, frequency 39
label 6590, frequency 5
label 6592, frequency 7
label 6599, frequency 51
label 6602, frequency 5
label 6610, frequency 69
label 6611, frequency 9
label 6618, frequency 4
label 6622, frequency 3
label 6624, frequency 54
label 6650, frequency 30
label 6660, frequency 15
label 6661, frequency 33
label 6668, frequency 16
label 6672, frequency 3
label 6673, frequency 58
label 6675, frequency 8
label 6690, frequency 51
label 6693, frequency 14
label 6701, frequency 5
label 6709, frequency 29
label 6711, frequency 19
label 6713, frequency 100
label 6719, frequency 28
label 6722, frequency 4
label 6724, frequency 40
label 6728, frequency 99
label 6729, frequency 130
label 6731, frequency 16
label 6733, frequency 6
label 6735, frequency 13
label 6739, frequency 10
label 6745, frequency 535
label 6749, frequency 32
label 6761, frequency 41
label 6766, frequency 73
label 6772, frequency 5
label 6781, frequency 9
label 6783, frequency 3
label 6788, frequency 46
label 6790, frequency 8
label 6795, frequency 77
label 6804, frequency 6
label 6805, frequency 12
label 6806, frequency 7
label 6812, frequency 13
label 6815, frequency 4
label 6818, frequency 20
label 6819, frequency 4
label 6832, frequency 10
label 6838, frequency 6
label 6841, frequency 6
label 6850, frequency 420
label 6853, frequency 3
label 6860, frequency 7
label 6861, frequency 7
label 6864, frequency 4
label 6866, frequency 93
label 6867, frequency 14
label 6870, frequency 39
label 6874, frequency 8
label 6883, frequency 5
label 6886, frequency 24
label 6890, frequency 30
label 6899, frequency 3
label 6909, frequency 3
label 6910, frequency 15
label 6913, frequency 19
label 6915, frequency 4
label 6918, frequency 3
label 6921, frequency 6
label 6923, frequency 35
label 6927, frequency 71
label 6930, frequency 13
label 6933, frequency 3
label 6935, frequency 3
label 6940, frequency 6
label 6943, frequency 91
label 6944, frequency 3
label 6947, frequency 21
label 6951, frequency 29
label 6954, frequency 69
label 6965, frequency 12
label 6972, frequency 5
label 6974, frequency 4
label 6977, frequency 8
label 6980, frequency 182
label 6984, frequency 4
label 6986, frequency 74
label 6989, frequency 10
label 6997, frequency 40
label 7001, frequency 20
label 7002, frequency 39
label 7009, frequency 34
label 7029, frequency 4
label 7032, frequency 16
label 7034, frequency 32
label 7036, frequency 6
label 7040, frequency 11
label 7041, frequency 4
label 7047, frequency 89
label 7054, frequency 3
label 7062, frequency 7
label 7063, frequency 398
label 7066, frequency 4
label 7068, frequency 56
label 7071, frequency 14
label 7072, frequency 7
label 7073, frequency 45
label 7077, frequency 187
label 7078, frequency 23
label 7084, frequency 8
label 7092, frequency 11
label 7095, frequency 52
label 7102, frequency 3
label 7103, frequency 12
label 7105, frequency 6
label 7111, frequency 3
label 7113, frequency 102
label 7120, frequency 82
label 7125, frequency 63
label 7134, frequency 6
label 7136, frequency 88
label 7141, frequency 14
label 7143, frequency 6
label 7147, frequency 18
label 7149, frequency 25
label 7151, frequency 71
label 7154, frequency 13
label 7155, frequency 8
label 7157, frequency 8
label 7164, frequency 136
label 7166, frequency 43
label 7174, frequency 10
label 7183, frequency 23
label 7193, frequency 3
label 7195, frequency 7
label 7203, frequency 7
label 7210, frequency 26
label 7211, frequency 3
label 7225, frequency 20
label 7232, frequency 3
label 7234, frequency 13
label 7244, frequency 19
label 7245, frequency 12
label 7258, frequency 16
label 7259, frequency 4
label 7283, frequency 17
label 7286, frequency 10
label 7288, frequency 39
label 7291, frequency 9
label 7292, frequency 3
label 7294, frequency 26
label 7296, frequency 3
label 7300, frequency 82
label 7304, frequency 201
label 7321, frequency 14
label 7328, frequency 4
label 7337, frequency 9
label 7341, frequency 12
label 7342, frequency 11
label 7347, frequency 9
label 7352, frequency 6
label 7356, frequency 114
label 7357, frequency 15
label 7361, frequency 85
label 7365, frequency 22
label 7366, frequency 6
label 7369, frequency 13
label 7374, frequency 4
label 7378, frequency 14
label 7385, frequency 15
label 7396, frequency 4
label 7397, frequency 26
label 7401, frequency 69
label 7405, frequency 9
label 7409, frequency 3
label 7413, frequency 3
label 7414, frequency 33
label 7419, frequency 11
label 7423, frequency 10
label 7424, frequency 39
label 7425, frequency 12
label 7430, frequency 4
label 7434, frequency 11
label 7436, frequency 8
label 7440, frequency 133
label 7441, frequency 8
label 7442, frequency 5
label 7443, frequency 9
label 7458, frequency 132
label 7473, frequency 12
label 7474, frequency 48
label 7479, frequency 9
label 7483, frequency 4
label 7493, frequency 4
label 7502, frequency 16
label 7508, frequency 21
label 7510, frequency 10
label 7516, frequency 86
label 7525, frequency 99
label 7534, frequency 35
label 7537, frequency 3
label 7547, frequency 7
label 7560, frequency 19
label 7563, frequency 4
label 7580, frequency 10
label 7582, frequency 98
label 7585, frequency 4
label 7588, frequency 3
label 7589, frequency 27
label 7593, frequency 26
label 7595, frequency 101
label 7602, frequency 32
label 7605, frequency 3
label 7610, frequency 16
label 7617, frequency 6
label 7627, frequency 4
label 7632, frequency 82
label 7639, frequency 3
label 7642, frequency 6
label 7647, frequency 100
label 7652, frequency 5
label 7656, frequency 26
label 7658, frequency 12
label 7672, frequency 7
label 7675, frequency 16
label 7679, frequency 8
label 7680, frequency 6
label 7681, frequency 3
label 7689, frequency 11
label 7697, frequency 23
label 7702, frequency 14
label 7721, frequency 198
label 7723, frequency 23
label 7725, frequency 24
label 7739, frequency 10
label 7744, frequency 35
label 7751, frequency 5
label 7752, frequency 19
label 7755, frequency 3
label 7760, frequency 20
label 7761, frequency 5
label 7769, frequency 535
label 7772, frequency 17
label 7801, frequency 3
label 7811, frequency 45
label 7822, frequency 6
label 7829, frequency 6
label 7831, frequency 8
label 7837, frequency 3
label 7843, frequency 27
label 7845, frequency 42
label 7852, frequency 30
label 7857, frequency 7
label 7860, frequency 3
label 7868, frequency 7
label 7870, frequency 4
label 7871, frequency 3
label 7877, frequency 7
label 7883, frequency 40
label 7884, frequency 22
label 7888, frequency 17
label 7912, frequency 14
label 7915, frequency 5
label 7921, frequency 3
label 7925, frequency 21
label 7926, frequency 15
label 7927, frequency 30
label 7931, frequency 14
